Nombre,Edad,Ciudad,Nacionalidad,Fecha_registro,Frontera
Luisa Morales,64,Medellín,Ecuador,2023-12-13,Vichada
Andrés Rivera,68,Medellín,Perú,2024-01-22,Arauca
Luisa Morales,80,Barranquilla,Venezuela,2020-05-26,Aeropuerto El Dorado
Jorge Herrera,34,Cúcuta@,Perú,2021-09-20,Arauca
Sofía Torres?,40,Bogotá,Ecuador,2022-08-11,Vichada
Jorge Herrera,39,Barranquilla,Perú,2023-05-16,Arauca
Jorge Herrera,51,Bucaramanga,Ecuador,2020-12-07,Leticia
Sofía Torres$,14,Cartagena,Perú,2025-08-04,Aeropuerto El Dorado
Marta Castillo,45,Cúcuta,Venezuela,2021-03-03,Norte de Santander
Luisa Morales,51,Cúcuta,Colombia,2022-11-15,Norte de Santander
Carlos Rodríguez,78,Bucaramanga,Ecuador,2022-12-01,Arauca
Andrés Rivera,13,Bogotá?,Colombia,2025-12-28,Aeropuerto El Dorado
Carlos Rodríguez,16,Cali,Colombia,2021-10-25,Vichada
Ana Martínez,40,Barranquilla,Venezuela,2024-06-29,Aeropuerto El Dorado
Pedro Gómez,58,Barranquilla,Venezuela,2020-03-13,Norte de Santander
María Lopez,58,Barranquilla,Colombia,2020-05-25,La Guajira
Ana Martínez,2,Cartagena,Venezuela,2021-08-06,Aeropuerto El Dorado
Sofía Torres,38,Barranquilla,Ecuador,2023-03-14,Norte de Santander
Sofía Torres,55,Cali*,Ecuador,2021-09-17,Norte de Santander
Andrés Rivera*,12,Barranquilla,Ecuador,2020-08-02,Vichada
Carlos Rodríguez,70,Cali,Colombia,2025-03-21,Arauca
Pedro Gómez,30,Cali,Perú,2021-05-18,Aeropuerto El Dorado
Carlos Rodríguez!,55,Bucaramanga,Perú,2021-02-20,Arauca
Marta Castillo*,35,Barranquilla#,Colombia,2021-02-07,La Guajira
Marta Castillo,29,Cali,Perú,2024-12-22,Vichada
Jorge Herrera,29,Cúcuta%,Venezuela,2020-01-13,Arauca
Ana Martínez,20,Medellín,Colombia,2020-03-27,Vichada
Marta Castillo,39,Cartagena#,Colombia,2024-03-12,Leticia
Juan Pérez,15,Bucaramanga,Venezuela,2025-06-25,Arauca
Sofía Torres,11,Cartagena,Ecuador,2023-02-19,La Guajira
Juan Pérez,25,Cali,Perú,2024-03-08,La Guajira
Luisa Morales,10,Medellín,Perú,2022-07-04,Norte de Santander
Ana Martínez*,80,Bucaramanga,Colombia,2024-02-26,Leticia
Luisa Morales,44,Bogotá,Venezuela,2020-08-14,Norte de Santander
Sofía Torres*,40,Barranquilla,Venezuela,2024-03-05,Vichada
Ana Martínez,8,Cali!,Ecuador,2023-06-08,Vichada
Pedro Gómez#,6,Medellín,Venezuela,2024-02-11,Norte de Santander
Pedro Gómez,34,Bogotá,Perú,2025-06-04,Norte de Santander
Sofía Torres?,75,Cartagena,Venezuela,2024-11-30,Leticia
Jorge Herrera,12,Bogotá%,Venezuela,2021-01-12,La Guajira
Sofía Torres,55,Medellín,Perú,2024-09-19,La Guajira
Andrés Rivera,59,Bogotá,Colombia,2020-10-28,La Guajira
Juan Pérez,7,Bogotá,Perú,2020-07-17,Arauca
Carlos Rodríguez,15,Cartagena,Venezuela,2021-07-16,Aeropuerto El Dorado
Andrés Rivera,20,Barranquilla@,Venezuela,2022-08-02,Norte de Santander
Carlos Rodríguez,77,Bogotá,Ecuador,2025-04-04,Arauca
Jorge Herrera,36,Barranquilla,Colombia,2023-12-18,Aeropuerto El Dorado
María Lopez,11,Cúcuta,Perú,2022-11-04,Vichada
Pedro Gómez,12,Cartagena,Perú,2024-06-04,La Guajira
Sofía Torres,14,Cúcuta,Venezuela,2024-03-14,Norte de Santander
Sofía Torres$,44,Cali,Colombia,2022-02-15,La Guajira
Marta Castillo,72,Medellín,Perú,2024-06-24,Vichada
Marta Castillo,49,Cartagena,Ecuador,2024-02-09,La Guajira
Marta Castillo,75,Cali,Ecuador,2020-06-19,Arauca
Pedro Gómez,19,Cartagena,Venezuela,2024-09-24,Norte de Santander
María Lopez,49,Medellín,Colombia,2021-05-24,Arauca
Luisa Morales!,61,Cúcuta$,Perú,2024-12-07,La Guajira
Juan Pérez,60,Bucaramanga$,Ecuador,2024-02-10,La Guajira
Marta Castillo,10,Cali!,Perú,2021-10-14,Leticia
Ana Martínez,78,Bucaramanga,Colombia,2022-11-17,Aeropuerto El Dorado
Andrés Rivera,71,Cali,Colombia,2023-03-08,Norte de Santander
Luisa Morales?,28,Bucaramanga,Ecuador,2022-09-23,Norte de Santander
Andrés Rivera,37,Barranquilla,Ecuador,2021-12-06,Arauca
Luisa Morales,39,Cúcuta#,Perú,2025-02-23,Aeropuerto El Dorado
Luisa Morales,54,Cartagena,Perú,2024-10-23,La Guajira
Jorge Herrera%,70,Bogotá,Perú,2023-04-09,Leticia
Pedro Gómez?,12,Bogotá?,Colombia,2024-02-21,La Guajira
Ana Martínez#,48,Cali,Colombia,2023-08-17,La Guajira
Jorge Herrera,40,Bogotá?,Colombia,2022-01-21,Vichada
María Lopez?,52,Bucaramanga,Ecuador,2022-07-05,Norte de Santander
Andrés Rivera,37,Medellín,Ecuador,2022-10-26,Aeropuerto El Dorado
Marta Castillo,64,Bucaramanga,Colombia,2020-03-31,Norte de Santander
Andrés Rivera,49,Cúcuta,Colombia,2025-07-29,Leticia
Jorge Herrera,40,Cúcuta!,Perú,2023-05-25,La Guajira
Pedro Gómez!,46,Cali,Perú,2020-11-25,Vichada
Sofía Torres,71,Cali,Colombia,2021-01-27,Leticia
Carlos Rodríguez,47,Cartagena,Venezuela,2024-11-25,Aeropuerto El Dorado
Pedro Gómez,20,Medellín,Ecuador,2024-12-07,Aeropuerto El Dorado
Juan Pérez,69,Cali,Ecuador,2021-11-20,Norte de Santander
Pedro Gómez,66,Cali,Colombia,2024-03-04,Norte de Santander
Luisa Morales,70,Cartagena!,Colombia,2023-05-22,Arauca
Jorge Herrera,19,Cartagena,Venezuela,2024-11-09,Vichada
Andrés Rivera,61,Barranquilla,Venezuela,2024-06-08,Norte de Santander
María Lopez,36,Cúcuta%,Venezuela,2023-09-21,Norte de Santander
Luisa Morales,55,Cúcuta,Ecuador,2022-05-12,Vichada
Pedro Gómez,69,Bucaramanga,Ecuador,2025-11-22,Vichada
Ana Martínez,29,Barranquilla,Perú,2023-03-30,Vichada
Sofía Torres,12,Barranquilla,Perú,2025-06-12,Leticia
Juan Pérez,67,Bucaramanga,Colombia,2022-08-12,Arauca
Carlos Rodríguez,58,Barranquilla,Colombia,2024-02-14,Aeropuerto El Dorado
Marta Castillo,42,Cúcuta,Venezuela,2025-12-14,Vichada
Juan Pérez,39,Cartagena,Venezuela,2022-02-08,Vichada
Jorge Herrera,48,Cúcuta,Ecuador,2021-03-11,Norte de Santander
Ana Martínez,36,Barranquilla,Colombia,2024-11-01,Norte de Santander
María Lopez,41,Cúcuta,Venezuela,2022-04-22,Norte de Santander
Marta Castillo,30,Barranquilla,Colombia,2022-11-27,Vichada
Jorge Herrera,43,Medellín,Ecuador,2021-05-25,Norte de Santander
Luisa Morales,45,Bucaramanga,Ecuador,2024-07-02,Vichada
Luisa Morales,5,Cúcuta,Perú,2024-06-20,La Guajira
Pedro Gómez,5,Cúcuta*,Colombia,2025-03-08,Norte de Santander
Ana Martínez,59,Cali,Colombia,2023-08-10,Aeropuerto El Dorado
Carlos Rodríguez,35,Cartagena,Venezuela,2022-12-14,Vichada
Juan Pérez,75,Cúcuta,Colombia,2023-03-08,Norte de Santander
Ana Martínez@,52,Bucaramanga$,Perú,2023-07-02,Leticia
Ana Martínez,57,Medellín,Venezuela,2025-08-01,Arauca
Marta Castillo,37,Cartagena,Venezuela,2022-06-11,Vichada
Jorge Herrera,40,Cali,Perú,2023-12-08,Arauca
Marta Castillo,4,Bogotá,Colombia,2025-11-08,Aeropuerto El Dorado
Jorge Herrera,74,Medellín,Colombia,2020-08-25,Aeropuerto El Dorado
María Lopez,2,Barranquilla,Colombia,2023-11-11,La Guajira
Sofía Torres,63,Bucaramanga,Perú,2020-04-06,Leticia
Carlos Rodríguez,46,Cartagena,Colombia,2023-09-11,Norte de Santander
Juan Pérez,46,Bogotá,Venezuela,2025-05-26,Leticia
Luisa Morales,64,Bogotá,Venezuela,2022-01-04,La Guajira
Carlos Rodríguez,41,Cartagena,Venezuela,2022-08-27,Norte de Santander
Marta Castillo,17,Cúcuta,Colombia,2023-10-23,Leticia
Juan Pérez,39,Bogotá,Perú,2023-11-08,Leticia
Sofía Torres,22,Medellín,Colombia,2023-05-27,La Guajira
Juan Pérez,51,Medellín,Colombia,2023-11-21,Vichada@
Pedro Gómez,13,Bogotá,Perú,2023-06-11,Vichada
Sofía Torres,76,Bucaramanga,Colombia,2025-11-05,La Guajira
María Lopez,56,Barranquilla,Venezuela,2024-12-08,Leticia
María Lopez,50,Bogotá,Venezuela,2021-10-23,La Guajira
Carlos Rodríguez,60,Barranquilla,Venezuela,2025-02-10,Vichada
Ana Martínez,66,Cali,Perú,2020-11-28,Aeropuerto El Dorado
Juan Pérez@,45,Barranquilla,Ecuador,2024-06-20,Vichada
Ana Martínez,23,Bucaramanga,Perú,2020-09-09,Norte de Santander
Marta Castillo,25,Barranquilla,Colombia,2024-10-09,Leticia
Carlos Rodríguez,28,Bogotá,Venezuela,2020-04-28,Vichada
Jorge Herrera,54,Bogotá,Ecuador,2022-10-31,Norte de Santander
Marta Castillo,70,Cartagena,Colombia,2024-07-26,Norte de Santander
Ana Martínez,56,Cúcuta,Ecuador,2020-09-22,Arauca
Carlos Rodríguez,64,Cartagena,Venezuela,2024-09-15,Norte de Santander
Carlos Rodríguez,19,Cúcuta,Perú,2023-01-04,Norte de Santander
Carlos Rodríguez@,1,Cali,Perú,2021-11-24,Vichada
Sofía Torres,72,Cali,Colombia,2022-05-04,Norte de Santander
Jorge Herrera,40,Medellín,Ecuador,2025-03-03,Vichada
Ana Martínez,80,Bogotá,Perú,2022-12-27,Norte de Santander
Andrés Rivera#,7,Cúcuta,Venezuela,2020-12-22,La Guajira
María Lopez,9,Bucaramanga,Venezuela,2023-08-23,Vichada
Luisa Morales,2,Bucaramanga,Colombia,2024-10-04,La Guajira
Ana Martínez,52,Cúcuta,Perú,2021-10-31,Norte de Santander
Carlos Rodríguez,69,Cali,Venezuela,2023-09-14,Leticia
Juan Pérez,1,Bogotá,Perú,2021-03-30,Leticia
Juan Pérez,34,Cartagena,Ecuador,2024-03-16,Vichada
Pedro Gómez,46,Medellín,Venezuela,2022-12-08,Leticia
Luisa Morales,8,Medellín,Ecuador,2023-01-04,Aeropuerto El Dorado
Pedro Gómez%,67,Cali,Perú,2023-02-12,Aeropuerto El Dorado
Marta Castillo,16,Bucaramanga,Venezuela,2023-02-28,Aeropuerto El Dorado
María Lopez,51,Bogotá,Venezuela,2024-12-26,Leticia
Andrés Rivera,50,Medellín,Colombia,2025-10-19,Vichada
Juan Pérez$,4,Medellín,Ecuador,2020-01-12,Norte de Santander
Pedro Gómez,24,Medellín,Perú,2021-06-29,Aeropuerto El Dorado
Carlos Rodríguez,39,Cúcuta,Colombia,2023-08-17,Vichada
Andrés Rivera,62,Barranquilla,Venezuela,2022-01-19,Arauca
Marta Castillo,2,Bogotá,Ecuador,2025-05-29,Arauca
Carlos Rodríguez,50,Barranquilla,Perú,2025-04-18,Arauca
Ana Martínez,46,Cali,Ecuador,2024-06-09,Aeropuerto El Dorado
Luisa Morales*,20,Barranquilla,Venezuela,2021-11-29,Leticia
Andrés Rivera,32,Bucaramanga,Colombia,2021-06-10,Vichada
Jorge Herrera,50,Cartagena,Ecuador,2024-05-07,Vichada
Ana Martínez,10,Cartagena,Ecuador,2020-06-08,La Guajira
Sofía Torres,27,Barranquilla,Ecuador,2023-10-22,Arauca
Ana Martínez*,70,Cartagena,Venezuela,2024-05-19,Arauca
María Lopez,17,Cartagena,Colombia,2023-12-15,Norte de Santander
Luisa Morales,28,Medellín,Colombia,2024-05-10,Leticia
Pedro Gómez,8,Cali,Colombia,2024-01-01,Norte de Santander
María Lopez,11,Barranquilla,Colombia,2021-12-06,Leticia
Juan Pérez,48,Bucaramanga,Colombia,2023-09-29,Norte de Santander
Luisa Morales,66,Bogotá,Venezuela,2023-12-05,La Guajira
Jorge Herrera,7,Medellín,Ecuador,2021-10-06,Arauca
Carlos Rodríguez,37,Barranquilla,Venezuela,2020-04-14,Vichada
Jorge Herrera,16,Cúcuta,Venezuela,2021-10-02,Norte de Santander
Carlos Rodríguez,55,Cartagena,Venezuela,2021-06-25,Aeropuerto El Dorado
María Lopez,51,Cúcuta,Colombia,2021-05-28,Aeropuerto El Dorado
Andrés Rivera,39,Medellín,Ecuador,2024-06-25,Leticia#
Carlos Rodríguez,30,Medellín,Colombia,2024-08-28,Aeropuerto El Dorado
Carlos Rodríguez,20,Bucaramanga,Ecuador,2021-02-01,Arauca
Andrés Rivera,37,Medellín,Venezuela,2021-01-08,Norte de Santander
Sofía Torres,40,Bucaramanga,Venezuela,2023-01-02,Leticia
Marta Castillo,35,Cali,Colombia,2020-01-01,Norte de Santander
María Lopez,49,Cali,Perú,2025-03-19,Vichada
Andrés Rivera,52,Medellín$,Venezuela,2025-12-08,Vichada
Juan Pérez,22,Cali,Perú,2021-09-18,La Guajira
Pedro Gómez,53,Medellín#,Colombia,2020-02-12,La Guajira
Andrés Rivera,21,Medellín,Perú,2021-01-02,Arauca
Juan Pérez,43,Cúcuta,Perú,2021-10-02,Aeropuerto El Dorado
Luisa Morales,63,Bogotá,Venezuela,2022-06-21,Vichada
Jorge Herrera#,53,Cali,Venezuela,2025-05-14,Leticia
Carlos Rodríguez,17,Cartagena!,Perú,2021-06-13,La Guajira
María Lopez,37,Bogotá,Venezuela,2020-06-25,Norte de Santander
María Lopez,31,Barranquilla,Perú,2025-11-22,Leticia
Andrés Rivera,67,Cali?,Venezuela,2022-05-24,Leticia
María Lopez,33,Medellín$,Ecuador,2021-03-29,La Guajira
Jorge Herrera,59,Bogotá,Perú,2023-01-16,La Guajira
Ana Martínez,70,Medellín,Perú,2023-01-10,La Guajira
Sofía Torres,52,Cúcuta,Colombia,2025-02-23,Vichada
María Lopez*,47,Cúcuta,Venezuela,2021-10-24,Leticia
Andrés Rivera,56,Cúcuta,Perú,2020-01-21,Arauca
María Lopez,61,Medellín,Venezuela,2021-03-25,Aeropuerto El Dorado
Sofía Torres,2,Bucaramanga,Venezuela,2025-03-25,Norte de Santander
Pedro Gómez,76,Cali,Colombia,2022-12-24,Leticia
Andrés Rivera,14,Medellín,Ecuador,2020-07-24,Aeropuerto El Dorado
Marta Castillo,13,Cartagena,Ecuador,2021-11-27,Norte de Santander
Sofía Torres,50,Bogotá,Perú,2024-07-03,Norte de Santander
Marta Castillo,32,Bucaramanga,Perú,2024-10-16,Leticia
Carlos Rodríguez?,17,Cartagena,Venezuela,2025-04-06,Vichada
Andrés Rivera,51,Cartagena,Perú,2020-10-23,Norte de Santander
María Lopez,48,Bucaramanga,Venezuela,2021-03-16,Arauca
Andrés Rivera,69,Cúcuta,Perú,2022-05-05,Norte de Santander
Andrés Rivera,18,Bucaramanga,Colombia,2024-07-08,Aeropuerto El Dorado
Marta Castillo,7,Cali,Colombia,2023-07-22,Vichada
Ana Martínez,3,Bogotá,Ecuador,2021-03-23,Leticia
Marta Castillo,17,Cúcuta,Colombia,2022-04-24,Vichada
María Lopez,26,Cartagena,Venezuela,2021-09-07,Arauca
Jorge Herrera?,9,Bogotá,Colombia,2021-05-03,Norte de Santander
Carlos Rodríguez,60,Cali,Perú,2023-12-10,Arauca
Marta Castillo,66,Bucaramanga,Perú,2023-05-05,Norte de Santander
Carlos Rodríguez,73,Bogotá,Ecuador,2021-08-11,Arauca
Ana Martínez,2,Bogotá,Colombia,2025-06-13,Arauca
María Lopez,41,Bogotá,Venezuela,2024-10-13,Norte de Santander
Carlos Rodríguez%,29,Cúcuta,Perú,2021-12-12,Vichada
Pedro Gómez,32,Cúcuta?,Perú,2025-08-16,La Guajira
Carlos Rodríguez,28,Cúcuta,Perú,2021-02-12,La Guajira
Juan Pérez,3,Bogotá,Perú,2020-04-01,Norte de Santander
Carlos Rodríguez,59,Bogotá,Perú,2022-07-02,Leticia
Andrés Rivera,14,Barranquilla,Venezuela,2020-07-03,La Guajira
Carlos Rodríguez,75,Cartagena,Colombia,2024-05-22,Leticia
Pedro Gómez,11,Cali,Ecuador,2024-08-30,Vichada
Jorge Herrera,27,Cúcuta,Venezuela,2024-03-22,Vichada
Ana Martínez,10,Bogotá,Colombia,2025-07-13,Norte de Santander
María Lopez,38,Medellín$,Colombia,2021-07-04,Aeropuerto El Dorado
Luisa Morales,9,Cúcuta,Venezuela,2022-01-14,Aeropuerto El Dorado
Andrés Rivera,39,Cali,Perú,2020-05-14,Arauca
María Lopez,57,Cali,Venezuela,2025-06-06,La Guajira
Marta Castillo,43,Bogotá,Colombia,2020-12-17,Vichada
Andrés Rivera,41,Cúcuta,Perú,2025-06-29,Aeropuerto El Dorado
Carlos Rodríguez,35,Cali,Perú,2020-09-25,Aeropuerto El Dorado
Ana Martínez,2,Bucaramanga,Colombia,2025-09-01,Leticia
Sofía Torres,23,Bogotá,Perú,2024-12-17,La Guajira
Carlos Rodríguez@,77,Cartagena,Colombia,2021-12-13,Arauca
Jorge Herrera,38,Medellín,Ecuador,2022-08-24,Norte de Santander
Andrés Rivera,79,Barranquilla,Perú,2021-12-17,Aeropuerto El Dorado
Carlos Rodríguez,12,Bucaramanga,Ecuador,2022-12-01,La Guajira
Marta Castillo,22,Bogotá%,Ecuador,2023-09-26,Arauca
María Lopez,9,Cartagena,Colombia,2024-12-17,Vichada
Ana Martínez,80,Cartagena,Perú,2021-02-26,Arauca
María Lopez,66,Cartagena,Perú,2023-09-02,Vichada
Andrés Rivera,40,Cartagena,Ecuador,2021-02-21,Vichada
Jorge Herrera,72,Cali,Venezuela,2020-06-12,Norte de Santander
Jorge Herrera,45,Bucaramanga,Venezuela,2020-06-04,Arauca
Pedro Gómez,57,Barranquilla,Venezuela,2020-01-11,Leticia
Juan Pérez,73,Cúcuta,Venezuela,2022-03-05,Norte de Santander
Marta Castillo,77,Bucaramanga,Venezuela,2025-11-18,Vichada
Carlos Rodríguez,6,Cartagena,Perú,2021-06-17,Aeropuerto El Dorado
Ana Martínez,27,Cali,Venezuela,2024-08-06,Arauca
Pedro Gómez,15,Bogotá,Colombia,2020-05-19,Arauca
Andrés Rivera,8,Bucaramanga,Perú,2021-12-28,Arauca
María Lopez,69,Bucaramanga,Colombia,2023-06-20,Leticia
Carlos Rodríguez?,53,Bogotá,Colombia,2025-03-20,La Guajira
Marta Castillo,26,Cartagena,Ecuador,2021-09-11,Arauca
Sofía Torres,22,Medellín,Perú,2024-07-26,Norte de Santander
Sofía Torres,77,Cúcuta,Colombia,2020-05-30,Vichada
Carlos Rodríguez,47,Cúcuta,Perú,2023-01-19,Aeropuerto El Dorado
Jorge Herrera,45,Cali,Ecuador,2025-08-07,La Guajira
Juan Pérez,8,Cúcuta,Venezuela,2023-10-31,Aeropuerto El Dorado
Carlos Rodríguez,38,Barranquilla*,Perú,2023-08-30,Arauca
Pedro Gómez,50,Medellín,Perú,2023-10-31,Vichada
Andrés Rivera,17,Cali,Perú,2025-01-19,Norte de Santander
Pedro Gómez,26,Cali,Ecuador,2023-03-20,La Guajira
Jorge Herrera,12,Barranquilla,Venezuela,2025-04-19,Vichada
Luisa Morales,13,Medellín,Perú,2021-06-23,Aeropuerto El Dorado
Carlos Rodríguez,60,Barranquilla#,Venezuela,2025-05-29,La Guajira
Jorge Herrera,66,Cúcuta,Perú,2025-04-08,Norte de Santander
Luisa Morales,69,Barranquilla,Ecuador,2020-12-02,Aeropuerto El Dorado
Sofía Torres,75,Cartagena,Perú,2021-01-30,Norte de Santander
Pedro Gómez,1,Barranquilla,Venezuela,2020-07-07,Aeropuerto El Dorado
Jorge Herrera,9,Bogotá,Venezuela,2023-05-18,La Guajira
Pedro Gómez,42,Medellín,Venezuela,2025-06-30,Leticia
Pedro Gómez,2,Cúcuta,Perú,2025-11-10,Aeropuerto El Dorado
María Lopez,5,Cartagena,Ecuador,2023-11-16,Norte de Santander
Marta Castillo,64,Barranquilla@,Perú,2023-02-06,Leticia
Andrés Rivera%,32,Barranquilla,Colombia,2022-10-04,Aeropuerto El Dorado
María Lopez@,55,Bucaramanga,Perú,2022-11-16,Norte de Santander
Juan Pérez,26,Barranquilla,Perú,2020-12-17,Vichada
Juan Pérez,57,Bogotá,Colombia,2020-05-15,Leticia
Ana Martínez,39,Cartagena,Perú,2023-09-22,Leticia
Juan Pérez,37,Medellín,Venezuela,2022-09-07,Norte de Santander
Ana Martínez,1,Cali,Perú,2024-03-28,Norte de Santander
Sofía Torres,74,Cúcuta,Venezuela,2023-12-25,Arauca
Andrés Rivera,52,Cartagena,Ecuador,2025-05-06,La Guajira*
Ana Martínez,61,Bucaramanga,Colombia,2023-11-13,La Guajira
María Lopez,54,Cali,Colombia,2023-10-27,Vichada
Luisa Morales,48,Cúcuta,Ecuador,2020-07-12,Arauca
María Lopez,67,Barranquilla,Perú,2022-09-17,La Guajira
Sofía Torres,69,Barranquilla,Colombia,2021-12-20,Vichada
Luisa Morales,54,Bogotá,Colombia,2024-03-13,Aeropuerto El Dorado
Ana Martínez,53,Barranquilla,Venezuela,2024-05-22,La Guajira
María Lopez,15,Medellín,Venezuela,2024-06-23,Vichada
Luisa Morales,37,Cali,Colombia,2022-11-17,Vichada
Jorge Herrera#,32,Barranquilla,Perú,2022-04-16,Norte de Santander
Jorge Herrera?,64,Cartagena,Colombia,2025-05-09,Leticia
Pedro Gómez,7,Cartagena,Venezuela,2022-05-19,Arauca
María Lopez,60,Bucaramanga,Venezuela,2025-09-28,Leticia@
Marta Castillo,58,Bucaramanga,Ecuador,2024-07-25,Arauca
Luisa Morales,64,Barranquilla,Venezuela,2022-10-13,Vichada
Juan Pérez,33,Cali#,Ecuador,2021-04-14,Arauca
Andrés Rivera,4,Barranquilla,Colombia,2021-12-19,La Guajira
Ana Martínez,46,Bucaramanga,Venezuela,2022-08-03,Aeropuerto El Dorado
Carlos Rodríguez,77,Cúcuta,Ecuador,2025-11-09,Leticia
Luisa Morales,58,Barranquilla,Ecuador,2020-03-18,Leticia
Sofía Torres,33,Cúcuta,Colombia,2025-05-08,Leticia
María Lopez,27,Bogotá,Venezuela,2021-02-12,Aeropuerto El Dorado
Pedro Gómez,59,Bucaramanga,Colombia,2024-12-16,La Guajira
Luisa Morales,74,Bucaramanga,Colombia,2023-01-26,Leticia
Ana Martínez,30,Bucaramanga,Perú,2022-04-07,Aeropuerto El Dorado
Juan Pérez,5,Cali,Venezuela,2023-10-17,Norte de Santander
Luisa Morales,3,Barranquilla,Colombia,2023-02-25,Aeropuerto El Dorado
Juan Pérez,44,Bogotá,Colombia,2023-06-08,Norte de Santander
Sofía Torres,74,Bogotá!,Venezuela,2025-10-17,Aeropuerto El Dorado
Carlos Rodríguez$,27,Medellín,Ecuador,2024-04-26,Vichada
Pedro Gómez,77,Medellín,Perú,2021-06-30,La Guajira
Ana Martínez,64,Cali,Ecuador,2020-01-04,La Guajira
Carlos Rodríguez,65,Bucaramanga,Venezuela,2021-12-24,Leticia
María Lopez,43,Bogotá,Perú,2021-06-27,Arauca
Jorge Herrera,27,Bucaramanga?,Venezuela,2023-06-16,Aeropuerto El Dorado
Andrés Rivera,42,Bogotá,Ecuador,2020-04-15,Norte de Santander
Sofía Torres,66,Cúcuta,Venezuela,2021-12-19,Vichada
Andrés Rivera,13,Barranquilla%,Colombia,2023-10-30,Aeropuerto El Dorado
Ana Martínez,61,Barranquilla,Venezuela,2023-09-15,Norte de Santander
Andrés Rivera?,43,Medellín,Venezuela,2024-10-29,Arauca
Juan Pérez,78,Cali,Venezuela,2020-07-15,La Guajira
Luisa Morales,63,Medellín,Venezuela,2023-02-28,Norte de Santander
Ana Martínez,11,Cali,Ecuador,2025-07-09,Aeropuerto El Dorado
Carlos Rodríguez,7,Barranquilla,Perú,2023-01-19,Vichada
Jorge Herrera$,54,Cartagena,Venezuela,2022-10-15,Arauca
Ana Martínez,5,Cartagena,Ecuador,2022-12-03,La Guajira
Andrés Rivera,64,Bogotá,Perú,2022-11-16,Aeropuerto El Dorado
Jorge Herrera,1,Bucaramanga,Colombia,2021-11-27,Arauca
Marta Castillo,76,Bucaramanga,Colombia,2024-04-05,Arauca
Carlos Rodríguez,33,Bucaramanga,Colombia,2021-07-20,Leticia
Marta Castillo,53,Barranquilla,Colombia,2020-06-10,Norte de Santander
Juan Pérez,60,Barranquilla,Perú,2021-08-23,La Guajira
Pedro Gómez,31,Bogotá,Colombia,2020-07-27,Norte de Santander
Pedro Gómez,10,Bogotá,Colombia,2025-11-08,Norte de Santander
Sofía Torres,56,Cúcuta,Venezuela,2020-01-15,Arauca
Ana Martínez,19,Cali,Colombia,2023-10-14,Vichada
Ana Martínez,52,Medellín,Perú,2020-12-25,Leticia
Ana Martínez,46,Cúcuta@,Venezuela,2022-06-09,Aeropuerto El Dorado
Ana Martínez,43,Cali,Ecuador,2025-06-05,Norte de Santander
Luisa Morales,47,Cúcuta,Colombia,2023-03-03,Norte de Santander
Andrés Rivera,70,Cali,Colombia,2022-01-26,La Guajira
María Lopez,56,Cali,Perú,2023-07-24,Aeropuerto El Dorado
Marta Castillo,61,Bogotá,Venezuela,2022-08-30,La Guajira
Sofía Torres!,78,Bucaramanga%,Perú,2024-08-01,Aeropuerto El Dorado
Juan Pérez,57,Barranquilla,Venezuela,2025-07-29,Norte de Santander
Pedro Gómez,22,Bucaramanga,Ecuador,2020-10-07,Norte de Santander
Ana Martínez,78,Barranquilla,Perú,2025-12-13,Leticia
Luisa Morales,48,Bogotá,Colombia,2024-08-20,Vichada
Juan Pérez,7,Cúcuta,Colombia,2022-10-23,La Guajira
Ana Martínez,17,Bogotá,Venezuela,2022-09-08,Norte de Santander
María Lopez,46,Cartagena,Venezuela,2023-04-13,La Guajira
Carlos Rodríguez,32,Cúcuta,Venezuela,2020-01-02,La Guajira
Marta Castillo,13,Cartagena,Ecuador,2023-11-11,Arauca
Luisa Morales,39,Bucaramanga,Ecuador,2025-07-30,Leticia
Marta Castillo,23,Bucaramanga,Ecuador,2023-06-03,La Guajira
Marta Castillo,36,Cartagena,Perú,2025-11-11,La Guajira
Ana Martínez,53,Barranquilla#,Perú,2022-05-06,Leticia
Sofía Torres,59,Bucaramanga,Venezuela,2020-08-31,Aeropuerto El Dorado
Andrés Rivera,19,Cúcuta!,Ecuador,2025-02-25,Arauca
Pedro Gómez,65,Cúcuta,Colombia,2025-01-30,Norte de Santander
Marta Castillo,69,Bucaramanga,Perú,2024-02-01,Aeropuerto El Dorado
Jorge Herrera,60,Cartagena,Venezuela,2020-01-10,Vichada
Pedro Gómez,3,Cali,Perú,2023-08-21,La Guajira
María Lopez,6,Cartagena,Venezuela,2022-07-10,Norte de Santander
Jorge Herrera,12,Medellín,Venezuela,2025-12-22,Norte de Santander
Pedro Gómez,59,Cali,Colombia,2022-02-02,La Guajira
Pedro Gómez,32,Bucaramanga,Ecuador,2025-12-20,Arauca
María Lopez,39,Bogotá*,Perú,2025-02-27,Norte de Santander
Juan Pérez,24,Cúcuta,Ecuador,2020-03-08,La Guajira
Jorge Herrera,79,Cartagena,Colombia,2023-03-07,Aeropuerto El Dorado
Pedro Gómez,80,Cartagena,Ecuador,2020-02-05,Aeropuerto El Dorado
María Lopez,35,Bucaramanga,Colombia,2024-07-23,Aeropuerto El Dorado
Pedro Gómez,5,Bogotá,Colombia,2023-10-12,La Guajira
Andrés Rivera,52,Bogotá$,Venezuela,2020-12-11,Vichada
Andrés Rivera,34,Bucaramanga,Perú,2021-09-23,Leticia
